target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-3-1,reactant-4-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2
C92187,1,,,,Nc1ccc2c(c1)CNCCO2,Nc1cncc2c(C(=O)O)cccc12,Nc1cncc2c(C(=O)Nc3ccc4c(c3)CNCCO4)cccc12,Amidation,,,,,,,,,,
C71961,1,,,,CC(C)N,Nc1cccc2[nH]c(Cl)nc12,CC(C)Nc1nc2c(N)cccc2[nH]1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C72846,1,,,,NCC1(C(=O)O)CCCC1,CCc1cncc(C(=O)Nc2ccc3c(c2)CNC3)c1,CCc1cnc(C2(CN)CCCC2)c(C(=O)Nc2ccc3c(c2)CNC3)c1,Minisci_reaction_with_carboxylic_acid_(intermolecular),,,,,,,,,,
C18030,1,,,,O=C(Nc1ccc2c(c1)CNC2)c1ccc2[nH]cc(C3CCNCC3)c2c1,,O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)c2[nH]cc(C3CCNCC3)c2c1,Aromatic_bromination,,,,,,,,,,
C18098,1,,,,Nc1ccc(C(=O)O)cc1I,CC#CC1CCNCC1,Cc1[nH]c2ccc(C(=O)O)cc2c1C1CCNCC1,Larock_indole_synthesis,,,,,,,,,,
C58684,1,,,,CC(Br)CN,c1cnc2occc2c1,CC(CN)c1cc2cccnc2o1,Furan_C-2_alkylation,,,,,,,,,,
C64235,1,,,,Nc1ccccc1I,C#CC1CCCCN1,c1ccc2[nH]c(C3CCCCN3)cc2c1,Larock_indole_synthesis,,,,,,,,,,
C68669,1,,,,NCc1cn2ccsc2n1,OB(O)c1ccnc(C(F)F)c1,FC(F)c1cc(NCc2cn3ccsc3n2)ccn1,Chan-Lam_coupling_(amination),,,,,,,,,,
C18500,1,,,,Cc1cc(N)cc2c1CNC2,O=C1Cc2c(ccc(C(=O)O)c2C(F)(F)F)N1,Cc1cc(NC(=O)c2ccc3c(c2C(F)(F)F)CC(=O)N3)cc2c1CNC2,Amidation,,,,,,,,,,
C173,1,,,,O=C1Cc2c(cccc2C(=O)O)N1,NCCc1cccc(N)c1,NCCc1cccc(NC(=O)c2cccc3c2CC(=O)N3)c1,Amidation,,,,,,,,,,
C39629,1,,,,Nc1cc(Cl)cc(C(=O)Nc2ccc3c(c2)CNC3)c1,N#CCN,NCc1nc2cc(Cl)cc(C(=O)Nc3ccc4c(c3)CNC4)c2[nH]1,2-Substituted_(aza)benzimidazole_synthesis_from_aromatic_amine_and_nitrile,,,,,,,,,,
C18589,1,,,,N#Cc1cc2c(cc1N)CNC2,O=C1Cc2cc(C(=O)O)cc(F)c2N1,N#Cc1cc2c(cc1NC(=O)c1cc(F)c3c(c1)CC(=O)N3)CNC2,Amidation,,,,,,,,,,
C30797,1,,,,ClC1CNC1,Cc1cc2c(C(=O)Nc3ccc4c(c3)CNC4)cccc2[nH]1,Cc1cc2c(C(=O)Nc3ccc4c(c3)CNC4)cccc2n1C1CNC1,Amine_alkylation,,,,,,,,,,
C18613,1,,,,Nc1ccc2c(c1)CNC2,CC1C(=O)Nc2ccc(C(=O)O)cc21,CC1C(=O)Nc2ccc(C(=O)Nc3ccc4c(c3)CNC4)cc21,Amidation,,,,,,,,,,
C18568,1,,,,Ic1ccc2c(c1)CNC2,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2,O=C1Nc2ccc(C(=O)Nc3ccc4c(c3)CNC4)cc2C1=O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,,,
C18621,1,,,,Nc1ccc2c(c1)CNC2,CNCC1C(=O)Nc2ccc(C(=O)O)cc21,CNCC1C(=O)Nc2ccc(C(=O)Nc3ccc4c(c3)CNC4)cc21,Amidation,,,,,,,,,,
C9697,1,,,,c1nc(C2CCNCC2)c[nH]1,CC(C)(C(=O)O)c1c[nH]cn1,CC(C)(C(=O)N1CCC(c2c[nH]cn2)CC1)c1c[nH]cn1,Amidation,,,,,,,,,,
C18677,1,,,,Nc1ccc2c(c1)CNC2,CCNC1C(=O)Nc2c(F)cc(C(=O)O)cc21,CCNC1C(=O)Nc2c(F)cc(C(=O)Nc3ccc4c(c3)CNC4)cc21,Amidation,,,,,,,,,,
C18682,1,,,,Nc1ccc2c(c1)CNC2,O=C(O)c1ccc2c(c1)C1(CCOCC1)C(=O)N2,O=C(Nc1ccc2c(c1)CNC2)c1ccc2c(c1)C1(CCOCC1)C(=O)N2,Amidation,,,,,,,,,,
C171,1,,,,NCc1cccc(N)c1,O=C1Cc2c(cccc2C(=O)O)N1,NCc1cccc(NC(=O)c2cccc3c2CC(=O)N3)c1,Amidation,,,,,,,,,,
C30679,1,,,,Nc1ccc2c(c1)CNC2,O=C1CC(C(F)(F)F)c2cc(C(=O)O)ccc2N1,O=C1CC(C(F)(F)F)c2cc(C(=O)Nc3ccc4c(c3)CNC4)ccc2N1,Amidation,,,,,,,,,,
C59950,1,,,,CN,O=C(O)CC1CCCN1,CNC(=O)CC1CCCN1,Amidation,,,,,,,,,,
C25622,1,,,,N#Cc1c[nH]c2c(C(=O)Nc3ccc4c(c3)CNC4)cccc12,,N#Cc1c[nH]c2c(C(=O)Nc3ccc4c(c3)CNC4)cc(Br)cc12,Aromatic_bromination,,,,,,,,,,
C65748,1,,,,O=C(O)c1ccns1,CCN(CCN)C(=O)C1(C)CCNC(=O)C1,CCN(CCNC(=O)c1ccns1)C(=O)C1(C)CCNC(=O)C1,Amidation,,,,,,,,,,
C62079,1,,,,NCc1ccc2cccnc2c1,CC(C)(C)OC(=O)c1cc2c(s1)CNC2,O=C(NCc1ccc2cccnc2c1)c1cc2c(s1)CNC2,Ester_amidation,,,,,,,,,,
C107826,1,,,,Brc1ncnc2ccccc12,CC(CN)C(C)(C)C,CC(CNc1ncnc2ccccc12)C(C)(C)C,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C20460,1,,,,Nc1ccc2c(c1)CNC2,Nn1ccc2cc(C(=O)O)ccc21,Nn1ccc2cc(C(=O)Nc3ccc4c(c3)CNC4)ccc21,Amidation,,,,,,,,,,
C20734,1,,,,Nc1ccc2c(c1)CNC2,Cc1cc(C(=O)O)c2n[nH]c(C)c2c1,Cc1cc(C(=O)Nc2ccc3c(c2)CNC3)c2n[nH]c(C)c2c1,Amidation,,,,,,,,,,
C20760,1,,,,Nc1ccc2c(c1)CNC2,Cc1c2cccc(C(=O)O)c2nn1C,Cc1c2cccc(C(=O)Nc3ccc4c(c3)CNC4)c2nn1C,Amidation,,,,,,,,,,
C20766,1,,,,Nc1ccc2c(c1)CNC2,N#Cc1[nH]nc2c(C(=O)O)cccc12,N#Cc1[nH]nc2c(C(=O)Nc3ccc4c(c3)CNC4)cccc12,Amidation,,,,,,,,,,
C20772,1,,,,Nc1ccc2c(c1)CNC2,CNCc1n[nH]c2c(C(=O)O)cccc12,CNCc1n[nH]c2c(C(=O)Nc3ccc4c(c3)CNC4)cccc12,Amidation,,,,,,,,,,
C107948,1,,,,O=C(O)c1ccn[nH]1,CCN(CCN)C(=O)C1CCNC(=O)C1,CCN(CCNC(=O)c1cc[nH]n1)C(=O)C1CCNC(=O)C1,Amidation,,,,,,,,,,
C20813,1,,,,O=C(Nc1ccc2c(c1)CNC2)c1cccc2c(I)n[nH]c12,NC1CCC1,O=C(Nc1ccc2c(c1)CNC2)c1cccc2c(NC3CCC3)[nH]nc12,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C40283,1,,,,O=C(O)c1cc(F)cc2c1cnn2C1CNC1,Cc1ccc(N)nc1N,Cc1ccc(N)nc1NC(=O)c1cc(F)cc2c1cnn2C1CNC1,Amidation,,,,,,,,,,
C59115,1,,,,O=C(O)Cc1cnn2ccccc12,CNC1CC(OC)C12CCC2,COC1CC(N(C)C(=O)Cc2cnn3ccccc23)C12CCC2,Amidation,,,,,,,,,,
C22615,1,,,,NC1CCN(c2ccccn2)C1,CNCC1Cc2c(cccc2C(=O)O)N1,CNCC1Cc2c(cccc2C(=O)NC2CCN(c3ccccn3)C2)N1,Amidation,,,,,,,,,,
C22467,1,,,,NC1CCN(c2ccccn2)C1,COC(=O)c1cccc2c1C1(CCNCC1)C(=O)N2,O=C(NC1CCN(c2ccccn2)C1)c1cccc2c1C1(CCNCC1)C(=O)N2,Ester_amidation,,,,,,,,,,
C108373,1,,,,Nc1ccnc2ccsc12,C=C(Br)CO,C=C(Br)CNc1ccnc2ccsc12,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C22669,1,,,,NC1CCN(c2ccccn2)C1,O=C(O)c1cccc2c1C1CCCCCC1N2,O=C(NC1CCN(c2ccccn2)C1)c1cccc2c1C1CCCCCC1N2,Amidation,,,,,,,,,,
C27384,1,,,,Nc1cnc2c(c1)CNC2,CC(C)NC1C(=O)Nc2ccc(C(=O)O)cc21,CC(C)NC1C(=O)Nc2ccc(C(=O)Nc3cnc4c(c3)CNC4)cc21,Amidation,,,,,,,,,,
C118804,1,,,,O=C(O)CCN1CCNCC1,CC(C)C(C)(C)CN,CC(C)C(C)(C)CNC(=O)CCN1CCNCC1,Amidation,,,,,,,,,,
C23730,1,,,,Nc1ccc2c(c1)CNC2,Cc1[nH]c2c(C(=O)O)cc(C#N)cc2c1C,Cc1[nH]c2c(C(=O)Nc3ccc4c(c3)CNC4)cc(C#N)cc2c1C,Amidation,,,,,,,,,,
C23312,1,,,,Cc1cc(N)cc(CN)c1,N#Cc1cc2c(c(C(=O)O)c1)CC(=O)N2,Cc1cc(CN)cc(NC(=O)c2cc(C#N)cc3c2CC(=O)N3)c1,Amidation,,,,,,,,,,
C23314,1,,,,Cc1cc(N)cc(CN)c1,O=C1Cc2c(cc(Br)cc2C(=O)O)N1,Cc1cc(CN)cc(NC(=O)c2cc(Br)cc3c2CC(=O)N3)c1,Amidation,,,,,,,,,,
C189,1,,,,Nc1ccc2c(n1)CNC2,O=C1Cc2c(cccc2C(=O)O)N1,O=C1Cc2c(cccc2C(=O)Nc2ccc3c(n2)CNC3)N1,Amidation,,,,,,,,,,
C24585,1,,,,Nc1ccc2c(n1)CNC2,O=C1Cc2c(cc(Br)cc2C(=O)O)N1,O=C1Cc2c(cc(Br)cc2C(=O)Nc2ccc3c(n2)CNC3)N1,Amidation,,,,,,,,,,
C24675,1,,,,Nc1ccc2c(n1)CNC2,NC1C(=O)Nc2cccc(C(=O)O)c21,NC1C(=O)Nc2cccc(C(=O)Nc3ccc4c(n3)CNC4)c21,Amidation,,,,,,,,,,
C25106,1,,,,Nc1ccc2c(c1)CNCC2,CC(C)(C)OC(=O)c1cccc2c1C1(CCNCC1)C(=O)N2,O=C(Nc1ccc2c(c1)CNCC2)c1cccc2c1C1(CCNCC1)C(=O)N2,Ester_amidation,,,,,,,,,,
C29014,1,,,,O=C(O)c1cccc2c(C3CNC3)n[nH]c12,Cc1cc(F)ccc1N,Cc1cc(F)ccc1NC(=O)c1cccc2c(C3CNC3)n[nH]c12,Amidation,,,,,,,,,,
C25624,1,,,,Nc1ccc2c(c1)CNC2,Cc1cc(C(=O)O)c2[nH]cc(C#N)c2c1,Cc1cc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]cc(C#N)c2c1,Amidation,,,,,,,,,,
C25614,1,,,,CS(=O)(=O)c1cc2c(cc1I)CNC2,N#Cc1c[nH]c2c(C(N)=O)cccc12,CS(=O)(=O)c1cc2c(cc1NC(=O)c1cccc3c(C#N)c[nH]c13)CNC2,Iodo_N-arylation,,,,,,,,,,
C193,1,,,,Nc1ccc2c(c1)CNC2,N#Cc1c[nH]c2c(C(=O)O)cccc12,N#Cc1c[nH]c2c(C(=O)Nc3ccc4c(c3)CNC4)cccc12,Amidation,,,,,,,,,,
C25711,1,,,,Nc1ccc2c(c1)CNC2,N#Cc1c(C(F)(F)F)[nH]c2c(C(=O)O)cccc12,N#Cc1c(C(F)(F)F)[nH]c2c(C(=O)Nc3ccc4c(c3)CNC4)cccc12,Amidation,,,,,,,,,,
C108408,1,,,,Nc1ccnc2ccsc12,C=CCC(C)=O,C=CCC(C)Nc1ccnc2ccsc12,Reductive_amination,,,,,,,,,,
C25838,1,,,,Nc1ccc2c(c1)CNCCO2,O=C1Cc2c(cc(Br)cc2C(=O)O)N1,O=C1Cc2c(cc(Br)cc2C(=O)Nc2ccc3c(c2)CNCCO3)N1,Amidation,,,,,,,,,,
C25919,1,,,,Nc1ccc2c(c1)CNCCO2,COC(=O)c1cc(Cl)cc2c1CC(=O)N2,O=C1Cc2c(cc(Cl)cc2C(=O)Nc2ccc3c(c2)CNCCO3)N1,Ester_amidation,,,,,,,,,,
C108410,1,,,,CC(N)C(F)F,Brc1ccnc2ccsc12,CC(Nc1ccnc2ccsc12)C(F)F,Buchwald-Hartwig_amination,,,,,,,,,,
C27833,1,,,,Nc1ccc2c(c1)CNC2,N#Cc1csc2ccc(C(=O)O)cc12,N#Cc1csc2ccc(C(=O)Nc3ccc4c(c3)CNC4)cc12,Amidation,,,,,,,,,,
C27917,1,,,,Ic1ccc2c(c1)CNC2,CC(=O)c1csc2ccc(C(N)=O)cc12,CC(=O)c1csc2ccc(C(=O)Nc3ccc4c(c3)CNC4)cc12,Iodo_N-arylation,,,,,,,,,,
C28494,1,,,,O=C(Nc1ccc2c(c1)CNC2)c1cccc2c(I)n[nH]c12,CC1(C)CC(B(O)O)C1,CC1(C)CC(c2[nH]nc3c(C(=O)Nc4ccc5c(c4)CNC5)cccc23)C1,Sp3-sp2_Suzuki_coupling,,,,,,,,,,
C28847,1,,,,Oc1ccc2c(c1)CNC2,N#Cc1ccc2c(c1)C(N)C(=O)N2,NC1C(=O)Nc2ccc(C(=O)Oc3ccc4c(c3)CNC4)cc21,Pinner_reaction_(carboxylate_ester),,,,,,,,,,
C66486,1,,,,c1nn(C2CCNCC2)c2c1CNC2,N#CCc1ccnc(Cl)n1,N#CCc1ccnc(N2CCC(n3ncc4c3CNC4)CC2)n1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C30267,1,,,,CCN,CCCC(C=O)CC,CCCC(CC)CNCC,Reductive_amination,,,,,,,,,,
C41633,1,,,,Nc1ccc2c(c1)CNC2,NCc1c[nH]c2c(F)cc(C(=O)O)c(O)c12,NCc1c[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)CNC4)c(O)c12,Amidation,,,,,,,,,,
C30694,1,,,,N#Cc1cc2c(cc1N)CNC2,O=C1CCc2cc(C(=O)O)cc(F)c2N1,N#Cc1cc2c(cc1NC(=O)c1cc(F)c3c(c1)CCC(=O)N3)CNC2,Amidation,,,,,,,,,,
C32722,1,,,,Nc1ccc(C(=O)OCc2ccccc2)cc1,NC1CCC2(CC1)CNC2,Nc1ccc(C(=O)NC2CCC3(CC2)CNC3)cc1,Ester_amidation,,,,,,,,,,
C33094,1,,,,CN,ICC1CCNCC1,CNCC1CCNCC1,Amine_alkylation,,,,,,,,,,
C68984,1,,,,c1c[nH]c(C2CCCN2)n1,COC(=O)c1nccc2c1CNCC2,O=C(c1nccc2c1CNCC2)N1CCCC1c1ncc[nH]1,Ester_amidation,,,,,,,,,,
C237,1,,,,CS(=O)(=O)OC1CNC1,O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2n[nH]cc12,O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2nn(C3CNC3)cc12,Amine_alkylation,,,,,,,,,,
C35751,1,,,,CN1Cc2ccc(N)cc2C1,CC1(C)C(=O)Nc2ccc(C(=O)O)cc21,CN1Cc2ccc(NC(=O)c3ccc4c(c3)C(C)(C)C(=O)N4)cc2C1,Amidation,,,,,,,,,,
C20741,1,,,,Nc1ccc2c(c1)CNC2,O=C(O)c1cccc2c1NC1(CCNCC1)C2,O=C(Nc1ccc2c(c1)CNC2)c1cccc2c1NC1(CCNCC1)C2,Amidation,,,,,,,,,,
C37012,1,,,,O=C(O)c1cc(Cl)cc2c1cnn2C1CNC1,Nc1ccc2c(c1)CCCC2CC(=O)O,O=C(O)CC1CCCc2cc(NC(=O)c3cc(Cl)cc4c3cnn4C3CNC3)ccc21,Amidation,,,,,,,,,,
C109286,1,,,,O=C(O)c1ccc2[nH]c3c(c2c1)CCCCC3,CC(=O)N1CCNCC1,CC(=O)N1CCN(C(=O)c2ccc3[nH]c4c(c3c2)CCCCC4)CC1,Amidation,,,,,,,,,,
C209,1,,,,Oc1ccc2c(c1)CNC2,N#Cc1ccc2c(c1)CC(=O)N2,O=C1Cc2cc(C(=O)Oc3ccc4c(c3)CNC4)ccc2N1,Pinner_reaction_(carboxylate_ester),,,,,,,,,,
C63872,1,,,,C1CNCCN1,Ic1ncccn1,c1cnc(N2CCNCC2)nc1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C55897,1,,,,O=C(O)CCc1cccnc1Br,CC(N)c1cc(=O)[nH][nH]1,CC(NC(=O)CCc1cccnc1Br)c1cc(=O)[nH][nH]1,Amidation,,,,,,,,,,
C58230,1,,,,O=C(O)c1cnc[nH]1,CCC(C)(OC)C(=O)NC(C)C1CCNCC1,CCC(C)(OC)C(=O)NC(C)C1CCN(C(=O)c2cnc[nH]2)CC1,Amidation,,,,,,,,,,
C37554,1,,,,O=C(O)c1cc(Cl)cc2c1cnn2C1CNC1,N#Cc1cc(C2CCOC2)ccc1N,N#Cc1cc(C2CCOC2)ccc1NC(=O)c1cc(Cl)cc2c1cnn2C1CNC1,Amidation,,,,,,,,,,
C113385,1,,,,O=C1CCC2(CC2)C1=O,CC(N)CC=O,CC(N)Cc1nc2c([nH]1)C1(CC2)CC1,Debus-Radziszewski_imidazole_synthesis,,,,,,,,,,
C268,1,,,,Nc1ccc2c(c1)CNC2,COC(=O)c1cc(Cl)c2[nH]cc(C)c2c1,Cc1c[nH]c2c(Cl)cc(C(=O)Nc3ccc4c(c3)CNC4)cc12,Ester_amidation,,,,,,,,,,
C39979,1,,,,Nc1ccc2c(c1)CNC2=O,COC(=O)c1cc(Cl)c2[nH]cc(C)c2c1,Cc1c[nH]c2c(Cl)cc(C(=O)Nc3ccc4c(c3)CNC4=O)cc12,Ester_amidation,,,,,,,,,,
C40445,1,,,,Nc1ccc2c(c1)CNC2,CCc1cc(C(=O)O)cc2c(CN)c[nH]c12,CCc1cc(C(=O)Nc2ccc3c(c2)CNC3)cc2c(CN)c[nH]c12,Amidation,,,,,,,,,,
C21293,1,,,,NC1CCCC2(CCNC2)C1,CNCC1Cc2c(cccc2C(=O)O)N1,CNCC1Cc2c(cccc2C(=O)NC2CCCC3(CCNC3)C2)N1,Amidation,,,,,,,,,,
C119032,1,,,,CCC=O,Nc1ncnc2scnc12,CCCNc1ncnc2scnc12,Reductive_amination,,,,,,,,,,
C41702,1,,,,N#Cc1cc2c(cc1N)CNC2,NCc1c[nH]c2c(F)cc(C(=O)O)cc12,N#Cc1cc2c(cc1NC(=O)c1cc(F)c3[nH]cc(CN)c3c1)CNC2,Amidation,,,,,,,,,,
C41731,1,,,,Nc1ccc2c(c1)CNC2=O,NCc1c[nH]c2c(F)cc(C(=O)O)cc12,NCc1c[nH]c2c(F)cc(C(=O)Nc3ccc4c(c3)CNC4=O)cc12,Amidation,,,,,,,,,,
C28765,1,,,,Oc1ccc2c(c1)CNC2,CN1C(=O)C(N)c2cc(C#N)ccc21,CN1C(=O)C(N)c2cc(C(=O)Oc3ccc4c(c3)CNC4)ccc21,Pinner_reaction_(carboxylate_ester),,,,,,,,,,
C42562,1,,,,O=C(O)c1cc(F)cc2c1cnn2C1CNC1,CNCc1nccc(N)n1,CNCc1nccc(NC(=O)c2cc(F)cc3c2cnn3C2CNC2)n1,Amidation,,,,,,,,,,
C27587,1,,,,Nc1cnc2c(c1)CNC2,CCNC1C(=O)Nc2ccc(C(=O)O)cc21,CCNC1C(=O)Nc2ccc(C(=O)Nc3cnc4c(c3)CNC4)cc21,Amidation,,,,,,,,,,
C119131,1,,,,CCNc1ncnc2ccccc12,NCC=O,CCN(CCN)c1ncnc2ccccc12,Reductive_amination,,,,,,,,,,
C15239,1,,,,NC1CCCNC1,COc1nc2ccccc2cc1C=O,COc1nc2ccccc2cc1CNC1CCCNC1,Reductive_amination,,,,,,,,,,
C2321,1,,,,O=C(O)c1ncc[nH]1,CCCCC(=O)NCC1CCNCC1,CCCCC(=O)NCC1CCN(C(=O)c2ncc[nH]2)CC1,Amidation,,,,,,,,,,
C52276,1,,,,CNCc1nc2ccccc2s1,O=C(O)c1ccc2[nH]cnc2c1F,CN(Cc1nc2ccccc2s1)C(=O)c1ccc2[nH]cnc2c1F,Amidation,,,,,,,,,,
C4207,1,,,,O=C(O)CNC(=O)c1cscn1,Nc1ccc(-n2cnc3ccccc32)cc1,O=C(CNC(=O)c1cscn1)Nc1ccc(-n2cnc3ccccc32)cc1,Amidation,,,,,,,,,,
C6762,1,,,,O=C(O)CCCn1cccn1,Cc1nccc(N(C)C(C)CN)n1,Cc1nccc(N(C)C(C)CNC(=O)CCCn2cccn2)n1,Amidation,,,,,,,,,,
C12461,1,,,,O=C(O)C(c1cccnc1)N1CCOCC1,NCCc1nc2ccccc2[nH]1,O=C(NCCc1nc2ccccc2[nH]1)C(c1cccnc1)N1CCOCC1,Amidation,,,,,,,,,,
C53732,1,,,,c1cc(N2CCNCC2)c2cc[nH]c2c1,NCC1CCSC1,O=C(NCC1CCSC1)N1CCN(c2cccc3[nH]ccc23)CC1,Formation_of_urea_from_two_amines,,,,,,,,,,
C8707,1,,,,O=C(O)c1ccc2[nH]cnc2c1,CNCc1cnn2c1CNCC2,CN(Cc1cnn2c1CNCC2)C(=O)c1ccc2[nH]cnc2c1,Amidation,,,,,,,,,,
C13330,1,,,,Nc1nc2ccc(F)cc2s1,CC(C)C(C(=O)O)c1cccnc1,CC(C)C(C(=O)Nc1nc2ccc(F)cc2s1)c1cccnc1,Amidation,,,,,,,,,,
C6094,1,,,,CC(=O)N(C)C1CCNC1,O=C(O)c1ccncn1,CC(=O)N(C)C1CCN(C(=O)c2ccncn2)C1,Amidation,,,,,,,,,,
C119143,1,,,,CC(N)CO,CNc1ncnc2ccccc12,CC(N)CN(C)c1ncnc2ccccc12,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C9898,1,,,,O=C(O)c1c[nH]c(C2CC2)n1,COC(=O)C(N)Cc1ccncc1,COC(=O)C(Cc1ccncc1)NC(=O)c1c[nH]c(C2CC2)n1,Amidation,,,,,,,,,,
C10692,1,,,,Nc1ccc2[nH]ccc2c1,C1CCN(C2CCNCC2)C1,O=C(Nc1ccc2[nH]ccc2c1)N1CCC(N2CCCC2)CC1,Formation_of_urea_from_two_amines,,,,,,,,,,
C50969,1,,,,O=C(O)c1cnn2c1CNCC2,CNCCCN1CCN(C)CC1,CN1CCN(CCCN(C)C(=O)c2cnn3c2CNCC3)CC1,Amidation,,,,,,,,,,
C12944,1,,,,NCc1ccc2c(c1)CNC2,Cc1nnnn1CC(=O)O,Cc1nnnn1CC(=O)NCc1ccc2c(c1)CNC2,Amidation,,,,,,,,,,
C51218,1,,,,Nc1ccc2cccnc2c1,CC(C(=O)O)c1cccnc1,CC(C(=O)Nc1ccc2cccnc2c1)c1cccnc1,Amidation,,,,,,,,,,
C50099,1,,,,O=C1CCC(C(=O)O)CN1,Nc1ccn(-c2ccncc2)n1,O=C1CCC(C(=O)Nc2ccn(-c3ccncc3)n2)CN1,Amidation,,,,,,,,,,
C52617,1,,,,c1ccc2[nH]c(N3CCCC(Cn4ccnn4)C3)nc2c1,,c1cn(CC2CCCN(C3=NC4CCCCC4N3)C2)nn1,Hydrogenation_of_benzene,,,,,,,,,,
C51629,1,,,,O=C1CCNCC1,O=CCc1cccnc1,O=C1CCN(CCc2cccnc2)CC1,Reductive_amination,,,,,,,,,,
C14273,1,,,,Fc1ccc(C2CCCCN2)nc1,Brc1ncnc2ccccc12,Fc1ccc(C2CCCCN2c2ncnc3ccccc23)nc1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C14910,1,,,,O=C(O)CCc1cncs1,COCC(=O)NC1C2CNCC1C2,COCC(=O)NC1C2CC1CN(C(=O)CCc1cncs1)C2,Amidation,,,,,,,,,,
C3924,1,,,,Cc1nc(C=O)cs1,CC(N)CNC(=O)c1ccnc2ccccc12,Cc1nc(CNC(C)CNC(=O)c2ccnc3ccccc23)cs1,Reductive_amination,,,,,,,,,,
C47553,1,,,,OB(O)c1ccc2ncccc2c1,NC(=O)CSc1nnc2ccccn12,O=C(CSc1nnc2ccccn12)Nc1ccc2ncccc2c1,"Chan-Lam_coupling_of_amides,_sulfonamides,_and_imides",,,,,,,,,,
C11118,1,,,,CC(N)c1ccncc1,CC(=O)NCc1cn(CC(=O)O)nn1,CC(=O)NCc1cn(CC(=O)NC(C)c2ccncc2)nn1,Amidation,,,,,,,,,,
C49318,1,,,,CC(=O)O,NCC1C2CCC(C2)N1C(=O)c1n[nH]c2ccccc12,CC(=O)NCC1C2CCC(C2)N1C(=O)c1n[nH]c2ccccc12,Amidation,,,,,,,,,,
C11818,1,,,,CC(Cl)CN,CC(C(=O)O)n1cnc2cc(N)ccc21,CC(CN)c1nc2cc(N)ccc2n1C(C)C(=O)O,Imidazole_C-2_alkylation,,,,,,,,,,
C52693,1,,,,CCn1ncc2cc(C(=O)O)cnc21,CCNCc1cccnc1,CCN(Cc1cccnc1)C(=O)c1cnc2c(cnn2CC)c1,Amidation,,,,,,,,,,
C1469,1,,,,O=C(O)c1ccc2c(c1)CNC2,CCSCc1ccnc(N)c1,CCSCc1ccnc(NC(=O)c2ccc3c(c2)CNC3)c1,Amidation,,,,,,,,,,
C14548,1,,,,c1ccc2c(c1)CNC2,OCc1cnc(-c2cncnc2)nc1,c1ccc2c(c1)CN(Cc1cnc(-c3cncnc3)nc1)C2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C48202,1,,,,Cc1cc2cccc(Br)c2nc1Cl,CC(CN)B1OC(C)(C)C(C)(C)O1,Cc1cc2cccc(Br)c2nc1C(C)CN,Sp3-sp2_Suzuki_coupling,,,,,,,,,,
C7401,1,,,,CC(C)N,Cc1nc2cc(Br)ccc2n1C,Cc1nc2cc(NC(C)C)ccc2n1C,Buchwald-Hartwig_amination,,,,,,,,,,
C1789,1,,,,O=S(=O)(Cl)N1Cc2ccccc2C1,NC1CC(c2ncc[nH]2)C1,O=S(=O)(NC1CC(c2ncc[nH]2)C1)N1Cc2ccccc2C1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,,,,,,,
C17115,1,,,,c1c[nH]c(C2CCCN2)n1,O=C(O)Cn1cnc2ccccc21,O=C(Cn1cnc2ccccc21)N1CCCC1c1ncc[nH]1,Amidation,,,,,,,,,,
C53672,1,,,,CNCc1cnn2c1CNCC2,O=C(O)c1ccc(O)cn1,CN(Cc1cnn2c1CNCC2)C(=O)c1ccc(O)cn1,Amidation,,,,,,,,,,
C14109,1,,,,O=C(O)c1ccn(C2CCCC2)n1,CN(CCN)Cc1cscn1,CN(CCNC(=O)c1ccn(C2CCCC2)n1)Cc1cscn1,Amidation,,,,,,,,,,
C3953,1,,,,O=CCC=O,Nc1ccccc1C[S+]([O-])Cc1cncs1,[O-][S+](Cc1cncs1)Cc1cccc2cccnc12,Combes_quinoline_synthesis,,,,,,,,,,
C52296,1,,,,O=C(O)c1ccc2scnc2c1,Cn1cnc2cccc(CN)c21,Cn1cnc2cccc(CNC(=O)c3ccc4scnc4c3)c21,Amidation,,,,,,,,,,
